trade_date,Open,High,Low,Close,Volume
2026-02-13,4115.9243,4123.8443,4079.7702,4082.0726,500799472.0
2026-02-24,4129.1338,4131.5499,4105.9369,4117.4089,566322249.0
2026-02-25,4123.7808,4167.8438,4122.6987,4147.2305,724787214.0
2026-02-26,4151.068,4152.1926,4127.1531,4146.6311,651702826.0
2026-02-27,4128.8974,4166.2344,4128.36,4162.8815,682047646.0
2026-03-02,4151.8011,4188.7702,4131.3676,4182.5909,861579218.0
2026-03-03,4189.4079,4197.228,4116.011,4122.676,921139170.0
2026-03-04,4087.632,4106.0397,4055.4125,4082.474,765169531.0
2026-03-05,4109.777,4125.6166,4090.6213,4108.567,689746535.0
2026-03-06,4085.8954,4129.4647,4085.8954,4124.194,646765760.0
2026-03-09,4098.6987,4106.5336,4052.5454,4096.6023,797803556.0
2026-03-10,4098.5869,4123.9578,4098.5869,4123.138,674922194.0
2026-03-11,4123.6663,4135.8392,4112.7998,4133.4331,707727169.0
2026-03-12,4133.1996,4141.6488,4103.1636,4129.1026,786151182.0
2026-03-13,4117.5738,4134.0794,4086.8469,4095.4485,792054764.0
2026-03-16,4092.2491,4096.1333,4048.0866,4084.7858,732227098.0
2026-03-17,4086.2953,4108.4,4049.5801,4049.9073,678771224.0
2026-03-18,4053.3052,4065.3734,4023.0295,4062.9844,623873102.0
2026-03-19,4028.542,4042.0221,3994.1651,4006.5523,667255422.0
2026-03-20,4004.5732,4022.7033,3955.7113,3957.0527,666798387.0
2026-03-23,3904.9513,3906.622,3794.6844,3813.2829,804738850.0
2026-03-24,3849.6312,3881.4236,3807.9937,3881.2797,680622039.0
2026-03-25,3892.269,3933.0613,3891.8159,3931.8375,688343626.0
2026-03-26,3924.9621,3937.1041,3880.5729,3889.0835,615973981.0
2026-03-27,3852.0936,3924.1075,3852.0936,3913.7238,561342963.0
2026-03-30,3884.2769,3924.2893,3872.7756,3923.2869,595589479.0
2026-03-31,3924.067,3948.8107,3891.8605,3891.8605,606704983.0
2026-04-01,3939.5658,3955.943,3929.9213,3948.5521,564611598.0
2026-04-02,3940.7989,3952.5761,3900.1164,3919.2852,544212835.0
2026-04-03,3927.5923,3929.5285,3871.3004,3880.0967,492699082.0
2026-04-07,3884.1505,3902.6065,3875.6843,3890.1645,473615076.0
2026-04-08,3930.2507,3994.9975,3926.2489,3994.9975,644135352.0
2026-04-09,3967.6296,3979.1271,3955.2458,3966.1712,541569801.0
2026-04-10,3985.464,4011.0243,3979.814,3986.2247,546415541.0
2026-04-13,3971.1985,3991.2622,3966.1981,3988.558,545781768.0
2026-04-14,4006.7267,4026.6256,3992.4071,4026.6256,570259003.0
2026-04-15,4039.4711,4050.6208,4020.9039,4027.2095,569458589.0
2026-04-16,4030.1378,4057.8314,4028.9086,4055.5468,545876967.0
2026-04-17,4043.3813,4058.6041,4038.4287,4051.4254,548791406.0
