trade_date,Open,High,Low,Close,Volume
2026-02-13,368.47,369.83,358.07,358.39,223145.32
2026-02-24,365.56,366.4,355.07,355.07,226951.31
2026-02-25,356.78,359.63,353.25,355.29,187166.39
2026-02-26,349.28,351.39,336.97,339.42,435413.81
2026-02-27,340.52,342.31,335.51,335.51,254466.2
2026-03-02,334.52,338.34,330.28,333.75,283513.26
2026-03-03,339.75,347.61,337.49,337.53,400074.79
2026-03-04,334.61,335.52,327.85,332.46,250804.41
2026-03-05,338.03,347.12,336.15,343.59,310060.68
2026-03-06,342.36,350.23,338.11,348.02,209631.13
2026-03-09,342.21,353.01,338.5,350.7,317976.13
2026-03-10,367.87,372.55,359.53,369.15,507417.28
2026-03-11,372.36,395.88,371.77,389.26,575986.85
2026-03-12,392.39,393.28,385.23,387.98,291503.75
2026-03-13,386.39,396.31,386.31,389.45,355826.39
2026-03-16,394.13,405.31,390.43,400.64,373521.04
2026-03-17,407.87,412.01,396.87,397.3,359806.78
2026-03-18,397.65,398.28,389.23,394.38,265299.96
2026-03-19,394.3,406.13,392.39,392.89,292866.35
2026-03-20,397.38,414.06,392.52,405.15,537296.77
2026-03-23,409.4,409.42,391.17,394.35,446141.45
2026-03-24,397.3,404.07,380.62,389.44,364105.25
2026-03-25,385.53,392.89,380.43,390.25,267528.28
2026-03-26,386.35,405.85,384.55,394.85,267636.97
2026-03-27,398.4,410.38,394.09,408.27,302580.43
2026-03-30,405.15,410.89,397.89,405.15,253484.19
2026-03-31,405.15,409.02,393.94,394.06,249256.45
2026-04-01,401.94,402.08,388.47,398.0,231700.73
2026-04-02,400.14,404.16,389.65,393.54,223056.38
2026-04-03,392.39,393.18,377.81,379.11,247515.01
2026-04-07,382.57,385.72,374.24,377.28,172576.22
2026-04-08,388.96,390.09,380.84,383.86,364184.43
2026-04-09,386.61,386.78,379.31,382.58,259551.99
2026-04-10,386.51,411.03,385.21,408.09,507887.02
2026-04-13,410.05,425.09,408.09,419.01,412399.24
2026-04-14,413.49,424.27,406.52,422.6,442208.26
2026-04-15,430.54,431.1,418.95,422.81,373536.28
2026-04-16,432.62,451.25,424.79,445.35,635062.18
2026-04-17,447.29,448.94,432.63,435.75,365358.48
2026-04-20,424.77,429.57,417.91,424.28,529278.21
2026-04-21,426.73,441.57,417.02,439.09,577745.62
2026-04-22,439.41,446.34,431.56,434.77,460254.32
2026-04-23,441.89,441.99,433.42,437.31,354309.66
2026-04-24,440.4,446.82,436.41,443.29,395424.97
2026-04-27,443.02,447.13,432.23,433.3,330612.83
2026-04-28,424.64,431.73,421.47,426.12,350121.13
2026-04-29,430.43,443.53,426.45,443.39,376335.6
2026-04-30,444.88,447.87,434.42,434.42,298120.94
2026-05-06,455.84,464.19,447.0,458.33,473727.18
2026-05-07,467.05,467.05,445.38,450.0,386212.74
2026-05-08,447.37,453.85,434.62,435.41,366048.51
2026-05-11,438.4,448.88,433.52,444.49,341901.01
2026-05-12,444.97,445.23,427.73,429.69,341514.97
2026-05-13,429.45,435.0,425.53,432.47,316858.23
2026-05-14,447.75,448.82,425.45,425.45,347046.14
2026-05-15,426.53,429.93,419.47,422.06,297048.93
2026-05-18,419.05,421.37,412.5,415.72,284983.47
2026-05-19,414.35,418.38,405.32,416.4,260876.68
2026-05-20,415.49,421.46,411.16,413.24,281190.31
2026-05-21,418.35,426.07,409.93,410.14,338671.72
2026-05-22,413.2,414.99,408.51,409.67,277883.81
2026-05-25,409.79,413.0,398.55,401.42,381977.1
2026-05-26,404.72,407.29,398.91,401.04,350627.03
2026-05-27,412.42,427.34,409.8,413.29,533728.88
2026-05-28,418.48,419.05,404.73,414.17,327771.49
2026-05-29,421.47,429.3,415.04,422.46,498118.91
2026-06-01,430.53,436.65,416.66,418.58,386004.52
2026-06-02,423.46,436.16,421.47,432.32,387981.6
2026-06-03,435.41,435.41,418.58,424.87,385526.08
2026-06-04,424.87,425.35,405.7,406.72,431154.62
2026-06-05,406.41,411.15,401.24,401.54,287389.3
2026-06-08,394.36,401.22,389.28,391.59,286526.36
2026-06-09,398.54,400.41,386.59,398.05,277351.47
2026-06-10,393.85,397.55,383.72,387.09,244357.15
2026-06-11,385.58,389.92,378.65,380.81,268654.47
2026-06-12,388.57,398.09,381.91,393.42,414208.38
2026-06-15,400.54,406.42,391.98,396.66,340748.82
2026-06-16,407.4,407.54,397.05,402.07,348392.62
2026-06-17,398.55,401.84,394.14,397.55,250092.64
2026-06-18,398.94,408.4,388.51,390.13,385481.05
2026-06-22,391.57,411.83,384.6,407.5,594648.44
2026-06-23,409.51,412.54,389.31,391.09,373740.94
2026-06-24,390.58,397.82,385.26,393.93,344270.57
2026-06-25,398.43,401.09,391.16,400.44,324046.38
2026-06-26,399.54,408.32,379.62,379.62,465253.03
