trade_date,Open,High,Low,Close,Volume
2026-02-13,27.42,27.55,27.18,27.18,1090465.16
2026-02-24,27.31,27.35,27.17,27.19,847928.05
2026-02-25,27.2,27.44,27.17,27.29,1016230.21
2026-02-26,27.3,27.33,26.89,26.94,1326288.52
2026-02-27,26.92,27.05,26.74,26.93,877587.58
2026-03-02,26.67,26.76,26.43,26.63,1309693.7
2026-03-03,26.63,26.94,26.32,26.37,1607211.45
2026-03-04,26.17,26.22,25.63,25.72,1500801.06
2026-03-05,25.91,26.02,25.68,25.79,818990.57
2026-03-06,25.76,26.15,25.69,26.01,776733.36
2026-03-09,25.59,25.59,25.22,25.46,1269465.26
2026-03-10,25.68,25.85,25.58,25.71,908377.52
2026-03-11,25.72,25.78,25.52,25.68,884025.98
2026-03-12,25.58,25.66,25.39,25.51,918617.5
2026-03-13,25.32,25.53,25.25,25.34,806477.44
2026-03-16,25.25,25.28,24.95,25.09,1156698.03
2026-03-17,25.09,26.12,25.09,25.49,2211717.82
2026-03-18,25.48,25.6,25.34,25.55,859658.52
2026-03-19,25.34,25.42,25.09,25.2,1071594.37
2026-03-20,25.21,25.3,24.89,24.89,1008962.57
2026-03-23,24.6,24.6,23.7,23.9,1992656.33
2026-03-24,24.11,24.21,23.69,23.97,1279101.13
2026-03-25,24.01,24.45,23.97,24.26,1134772.02
2026-03-26,24.18,24.22,23.66,23.74,1138389.24
2026-03-27,23.66,23.98,23.62,23.87,947720.15
2026-03-30,23.6,23.78,23.5,23.71,909493.19
2026-03-31,23.71,24.05,23.64,23.65,1022485.5
2026-04-01,24.04,24.2,23.86,24.12,1171459.39
2026-04-02,24.08,24.08,23.69,23.74,788735.7
2026-04-03,23.83,23.87,23.57,23.59,710233.58
2026-04-07,23.6,23.69,23.39,23.54,714435.85
2026-04-08,24.06,24.37,23.94,24.3,1527459.78
2026-04-09,24.09,24.09,23.71,23.76,987407.99
2026-04-10,24.61,26.07,24.61,25.48,4259328.82
2026-04-13,25.21,25.86,25.08,25.67,2151638.68
2026-04-14,25.88,25.95,25.46,25.77,1453464.11
2026-04-15,25.91,25.97,25.55,25.59,1107538.3
2026-04-16,25.7,26.05,25.62,25.89,1430035.63
2026-04-17,25.78,25.92,25.66,25.84,1060354.71
2026-04-20,25.81,25.99,25.73,25.88,966521.17
2026-04-21,25.83,25.99,25.73,25.88,813880.79
2026-04-22,25.74,26.58,25.73,26.28,1913517.33
2026-04-23,26.15,26.34,25.93,26.05,1205818.35
2026-04-24,25.95,25.96,25.63,25.81,1042356.31
2026-04-27,25.98,26.63,25.98,26.34,1545964.27
2026-04-28,26.42,27.21,26.42,26.86,2607905.25
2026-04-29,26.71,26.94,26.59,26.88,1485660.47
2026-04-30,26.79,27.33,26.63,26.78,1730018.13
2026-05-06,26.85,27.39,26.85,27.05,1787384.13
2026-05-07,27.19,27.25,26.63,26.79,1593632.38
2026-05-08,26.66,26.76,26.4,26.52,1300624.8
2026-05-11,26.4,27.04,26.32,26.89,1961410.91
2026-05-12,26.91,27.0,26.69,26.78,1281736.39
2026-05-13,26.71,27.02,26.53,26.71,1222137.2
2026-05-14,26.76,26.89,26.23,26.23,1467588.56
2026-05-15,26.33,26.37,25.76,25.93,1322317.66
2026-05-18,25.79,26.01,25.56,25.74,1018634.86
2026-05-19,25.7,25.91,25.46,25.85,962248.96
2026-05-20,25.76,25.97,25.58,25.66,959270.98
2026-05-21,25.86,26.65,25.78,25.8,2297861.28
2026-05-22,25.96,26.02,25.4,25.45,1410868.96
2026-05-25,25.63,26.02,25.49,25.77,1287793.97
2026-05-26,25.76,26.25,25.47,25.79,1931765.93
2026-05-27,25.76,25.99,25.12,25.36,1753603.96
2026-05-28,25.46,25.54,24.8,24.94,1394504.33
2026-05-29,25.12,26.32,25.12,25.63,3282611.31
2026-06-01,25.59,25.89,25.12,25.26,2214100.2
2026-06-02,25.19,25.27,24.84,25.17,1781079.57
2026-06-03,25.09,25.48,24.93,25.19,1832380.77
2026-06-04,25.01,25.42,25.0,25.18,1293749.77
2026-06-05,25.25,25.62,25.18,25.26,1580961.79
2026-06-08,25.0,25.41,24.94,25.02,1784321.1
2026-06-09,25.03,25.16,24.8,25.11,1046875.57
2026-06-10,25.06,25.75,24.95,25.66,1746653.18
2026-06-11,25.6,26.05,25.22,25.51,1455811.62
2026-06-12,25.56,26.45,25.31,26.29,2693845.28
2026-06-15,26.45,27.4,26.44,26.86,3104656.33
2026-06-16,26.69,27.29,26.63,27.25,2204001.4
2026-06-17,27.28,27.56,27.16,27.37,1797741.15
2026-06-18,27.35,27.35,26.5,26.56,1933687.25
2026-06-22,26.45,28.72,26.38,28.64,5270851.64
2026-06-23,28.7,29.3,28.15,28.32,3891264.85
2026-06-24,28.18,28.8,27.7,27.89,2762749.67
2026-06-25,27.88,29.06,27.71,28.98,3785551.04
2026-06-26,28.8,29.16,27.71,27.74,2895166.77
2026-06-29,28.0,28.92,27.95,28.49,2534786.58
2026-06-30,28.33,28.95,28.32,28.73,2203334.38
2026-07-01,28.66,29.88,28.51,29.47,4282451.04
2026-07-02,29.37,29.43,28.56,28.62,2855322.5
2026-07-03,28.88,29.12,28.33,28.95,2306068.67
2026-07-06,29.52,29.65,28.92,29.23,2238543.95
2026-07-07,29.14,29.14,28.25,28.45,1897307.46
2026-07-08,28.29,28.55,27.98,28.0,1354650.73
2026-07-09,28.01,28.76,27.8,28.68,1903828.69
2026-07-10,28.6,28.74,28.25,28.4,1674823.93
2026-07-13,28.38,28.49,27.93,28.12,1590384.31
2026-07-14,28.0,28.06,27.4,28.0,1766764.57
2026-07-15,27.93,28.83,27.84,28.6,1870213.75
2026-07-16,28.34,28.44,27.99,28.1,1384927.02
2026-07-17,28.0,28.27,27.6,27.6,1700778.5
2026-07-20,27.76,28.39,27.76,28.28,1907384.0
2026-07-21,28.5,28.5,27.95,28.34,1690768.45
2026-07-22,28.14,28.37,27.91,28.3,1095415.62
2026-07-23,28.38,28.72,28.16,28.62,1315248.39
2026-07-24,28.6,28.6,27.89,27.95,1296219.42
2026-07-27,28.3,28.3,27.77,28.26,1054715.09
2026-07-28,28.1,28.15,27.8,28.09,1036692.91
2026-07-29,28.09,28.54,27.83,28.5,1507019.3
2026-07-30,28.28,28.6,28.11,28.49,1331493.4
2026-07-31,28.51,28.83,28.38,28.43,1657755.29
2026-08-03,28.19,28.3,28.06,28.27,1049247.53
2026-08-04,28.22,28.42,27.97,28.0,1265364.06
2026-08-05,28.01,28.3,27.9,28.18,1228483.31
2026-08-06,28.06,28.15,27.82,27.92,1055684.99
2026-08-07,27.88,27.98,27.77,27.95,997474.87
2026-08-10,27.99,28.14,27.86,27.95,915437.97
2026-08-11,27.92,28.12,27.74,27.74,1065258.47
2026-08-12,27.7,27.8,27.51,27.7,837684.51
