trade_date,Open,High,Low,Close,Volume
2026-02-09,560.34,573.31,549.47,565.32,366633.37
2026-02-10,560.89,573.0,554.84,555.05,217158.25
2026-02-11,550.36,553.35,521.91,531.28,397135.51
2026-02-12,534.37,545.73,522.76,526.84,301786.11
2026-02-13,523.38,543.16,514.39,530.37,260436.1
2026-02-24,541.36,571.34,521.38,553.35,356557.53
2026-02-25,549.35,569.19,547.35,565.4,214792.09
2026-02-26,565.4,573.32,558.34,571.54,252799.91
2026-02-27,554.34,559.32,530.48,533.37,347124.7
2026-03-02,519.39,579.31,519.39,569.91,493103.42
2026-03-03,570.13,598.33,562.61,563.13,393101.0
2026-03-04,553.37,562.83,535.87,538.36,307429.45
2026-03-05,555.34,584.31,551.95,556.34,379003.6
2026-03-06,552.35,559.32,536.43,544.84,219667.67
2026-03-09,519.49,527.68,505.4,525.37,314743.15
2026-03-10,539.36,548.33,529.39,546.35,283094.14
2026-03-11,556.34,568.23,552.35,554.02,238971.7
2026-03-12,556.59,562.91,527.88,534.17,239117.26
2026-03-13,525.88,548.23,524.39,541.38,211981.69
2026-03-16,548.4,564.33,539.68,561.04,274319.81
2026-03-17,569.33,577.2,538.36,542.36,300409.84
2026-03-18,553.21,581.36,549.35,579.31,377804.87
2026-03-19,579.31,592.1,569.23,574.52,331407.56
2026-03-20,604.29,631.97,603.39,611.28,538539.42
2026-03-23,589.61,617.37,584.31,598.91,378519.91
2026-03-24,598.29,604.29,576.32,602.48,282635.65
2026-03-25,624.26,634.25,615.32,627.66,335631.26
2026-03-26,626.15,644.24,612.11,613.47,262769.23
2026-03-27,598.14,609.16,587.96,597.29,224326.03
2026-03-30,584.31,594.88,578.32,588.38,209254.8
2026-03-31,570.33,585.21,554.34,568.74,261202.31
2026-04-01,590.3,601.29,580.51,601.16,255404.72
2026-04-02,592.31,596.07,578.01,581.31,177310.14
2026-04-03,599.29,624.26,593.65,605.8,290271.06
2026-04-07,607.28,635.91,596.99,618.8,239030.65
2026-04-08,652.76,687.45,642.24,687.33,396629.74
2026-04-09,681.19,699.17,677.21,692.2,249619.27
2026-04-10,699.17,742.16,693.19,733.78,330800.75
2026-04-13,737.93,743.12,713.39,737.13,228876.18
2026-04-14,749.11,785.29,747.9,772.09,292668.36
2026-04-15,786.07,807.87,765.1,779.06,323452.47
2026-04-16,771.46,809.15,761.45,808.65,286570.12
2026-04-17,840.01,863.98,819.27,849.99,398571.61
2026-04-20,848.0,877.94,839.59,849.0,272631.13
2026-04-21,848.75,866.97,838.01,863.84,251138.02
2026-04-22,858.29,892.15,852.99,885.57,294382.93
2026-04-23,888.95,918.9,876.74,895.94,309869.4
2026-04-24,899.19,913.92,853.52,885.94,383884.41
2026-04-27,897.94,898.94,852.99,856.02,318148.71
2026-04-28,852.99,852.99,820.03,824.03,295109.05
2026-04-29,815.27,861.98,815.27,845.0,251730.87
2026-04-30,863.66,874.65,845.0,857.5,212709.64
2026-05-06,888.5,889.0,840.45,856.0,309385.72
2026-05-07,858.0,889.15,835.0,877.47,277190.1
2026-05-08,864.95,898.95,861.56,886.0,197640.77
2026-05-11,889.06,946.79,870.0,940.13,322655.43
2026-05-12,961.0,1022.9,960.0,1017.99,345421.36
2026-05-13,999.68,1052.2,991.12,1049.2,260005.33
2026-05-14,1065.0,1088.88,1025.1,1078.0,300571.34
2026-05-15,1068.99,1099.87,1034.0,1049.87,276252.8
2026-05-18,1030.03,1075.0,1030.03,1045.0,243132.05
2026-05-19,1026.0,1037.38,988.88,1030.0,272749.08
2026-05-20,1019.11,1071.0,1019.11,1037.0,225973.22
2026-05-21,1060.0,1065.0,993.34,993.34,237726.01
2026-05-22,1010.04,1044.87,1006.18,1037.98,209337.69
2026-05-25,1054.99,1094.98,1025.55,1093.0,250760.89
2026-05-26,1079.0,1110.0,1076.0,1103.0,234391.09
2026-05-27,1090.0,1147.0,1088.67,1111.37,250688.11
