trade_date,Open,High,Low,Close,Volume
2026-02-09,37.93,38.31,37.47,38.06,2639476.37
2026-02-10,38.41,38.82,37.96,38.24,1996570.82
2026-02-11,38.03,39.21,38.0,38.9,2228674.41
2026-02-12,38.99,39.84,38.91,39.17,2355759.45
2026-02-13,37.7,38.47,37.14,37.23,3380333.54
2026-02-24,38.91,39.07,38.41,38.74,2467459.85
2026-02-25,38.82,39.67,38.29,39.05,2897095.3
2026-02-26,39.3,39.37,38.37,38.79,1990663.55
2026-02-27,38.63,39.46,38.44,38.97,2420601.89
2026-03-02,39.81,40.3,38.53,40.17,4775133.79
2026-03-03,39.76,39.76,38.09,38.29,4140937.99
2026-03-04,37.15,38.32,36.93,37.4,3125702.16
2026-03-05,37.9,37.92,36.65,37.12,2606599.22
2026-03-06,36.47,36.93,35.71,36.56,2539470.12
2026-03-09,35.4,36.13,34.35,35.87,3906290.22
2026-03-10,36.44,36.99,36.26,36.59,2013123.98
2026-03-11,36.95,37.09,36.5,36.69,1481312.69
2026-03-12,36.25,36.61,35.82,36.21,1891130.08
2026-03-13,35.67,36.4,35.08,35.25,2471205.3
2026-03-16,34.53,34.65,33.11,34.24,4207313.37
2026-03-17,34.22,35.03,34.16,34.39,2253775.5
2026-03-18,34.23,34.49,33.85,34.41,1990248.35
2026-03-19,32.76,33.4,31.65,31.85,5279354.47
2026-03-20,31.73,32.37,30.97,31.19,3850342.83
2026-03-23,29.77,30.88,29.36,30.13,4933043.05
2026-03-24,30.79,31.91,30.46,31.73,4572645.29
2026-03-25,33.01,33.48,32.6,32.75,4106151.87
2026-03-26,32.61,32.75,31.36,31.62,3050473.47
2026-03-27,31.04,32.24,31.04,31.99,2282466.64
2026-03-30,31.73,32.32,31.41,32.3,2369009.73
2026-03-31,32.5,33.01,32.12,32.24,2531058.84
2026-04-01,33.36,34.07,33.13,33.65,3237030.92
2026-04-02,33.49,33.49,32.22,32.63,2589426.23
2026-04-03,32.76,32.84,32.34,32.43,1419991.12
2026-04-07,32.32,32.61,31.86,31.93,1506497.5
2026-04-08,33.5,34.25,33.5,34.11,4079541.11
2026-04-09,33.49,33.69,33.25,33.4,2206590.03
2026-04-10,33.73,34.07,33.21,33.26,2375710.39
2026-04-13,32.89,33.3,32.82,33.17,1765320.51
2026-04-14,33.98,34.44,33.85,34.29,2988456.59
2026-04-15,35.23,35.47,34.3,34.4,2991792.03
2026-04-16,34.49,34.87,34.49,34.78,2009412.48
2026-04-17,34.49,34.59,33.99,34.22,2155827.88
2026-04-20,34.35,34.77,34.19,34.31,2256402.93
2026-04-21,34.47,35.16,33.99,35.14,3119791.2
2026-04-22,35.15,35.33,34.72,35.01,3723920.06
2026-04-23,35.04,35.04,33.64,33.9,3566449.45
2026-04-24,33.52,33.92,33.04,33.81,2577933.64
2026-04-27,33.5,33.75,32.99,33.07,2310885.3
2026-04-28,32.84,32.97,32.4,32.47,2070091.77
2026-04-29,32.07,33.7,32.03,33.64,3034994.56
2026-04-30,33.21,33.52,32.59,32.81,2403899.3
2026-05-06,33.01,33.88,32.72,33.71,3990720.32
2026-05-07,34.33,34.65,33.62,33.95,3360413.54
2026-05-08,33.52,34.49,33.34,34.29,3012482.07
2026-05-11,34.04,34.21,33.35,33.77,3037096.53
2026-05-12,34.45,34.81,33.99,34.07,4169460.21
2026-05-13,34.59,34.73,33.94,34.15,3224802.78
2026-05-14,33.98,34.25,33.01,33.03,2769481.07
2026-05-15,32.51,32.52,31.04,31.37,4482822.07
2026-05-18,30.45,30.91,30.26,30.84,2887986.94
2026-05-19,30.84,30.93,30.19,30.7,1808601.14
2026-05-20,30.08,30.19,29.48,29.94,3144897.28
2026-05-21,30.46,30.79,29.49,29.55,2956154.83
2026-05-22,29.72,30.68,29.44,30.51,2681038.56
2026-05-25,31.18,31.53,30.63,30.89,2840461.95
2026-05-26,30.7,32.5,30.57,32.42,4437215.56
2026-05-27,32.1,32.41,31.07,31.16,2616965.9
2026-05-28,30.55,30.74,29.64,30.26,3109909.46
2026-05-29,30.86,30.92,29.74,29.99,2610249.87
2026-06-01,29.78,30.25,29.68,29.75,1751621.67
2026-06-02,29.91,31.27,29.68,31.12,3333213.56
2026-06-03,30.56,31.35,30.5,30.81,2529802.67
2026-06-04,30.45,30.5,29.78,29.9,2062165.5
2026-06-05,29.86,30.4,29.1,29.2,2716212.54
2026-06-08,27.87,28.31,27.18,27.64,3775320.24
2026-06-09,27.73,28.11,27.2,28.05,2513161.31
2026-06-10,27.2,27.59,26.8,27.29,3044087.69
2026-06-11,26.8,27.28,26.41,26.93,3231431.36
2026-06-12,27.68,29.32,27.4,28.66,5098538.58
2026-06-15,30.09,30.89,29.95,30.85,5714756.39
2026-06-16,30.55,30.64,29.76,29.85,2922714.61
2026-06-17,30.05,30.5,29.68,29.98,2229817.24
2026-06-18,29.52,30.53,28.85,29.25,3620674.9
2026-06-22,28.82,30.05,28.13,29.99,3918475.95
2026-06-23,29.51,29.56,27.23,27.34,4947401.71
2026-06-24,27.01,27.56,26.93,27.24,2846095.77
2026-06-25,26.12,26.37,25.35,25.54,5760699.79
2026-06-26,25.9,25.9,24.86,25.1,3528208.27
2026-06-29,25.35,25.96,24.98,25.79,3232927.27
2026-06-30,25.05,25.26,24.7,25.14,3107057.36
2026-07-01,24.85,25.55,24.42,25.11,3389083.51
2026-07-02,25.61,26.96,25.52,26.3,5067417.18
2026-07-03,27.5,28.3,27.41,27.82,5386519.58
2026-07-06,27.64,29.19,27.62,28.28,3700912.54
2026-07-07,27.8,28.11,27.43,27.62,2235422.43
2026-07-08,27.12,28.03,26.8,27.36,1969818.18
2026-07-09,26.82,27.7,26.55,27.62,2514997.32
2026-07-10,28.0,28.45,27.08,27.72,2657100.31
2026-07-13,27.23,27.63,26.74,27.36,2130238.4
2026-07-14,26.88,29.29,26.75,29.06,3803204.75
2026-07-15,29.06,29.34,28.56,28.83,2683491.06
2026-07-16,28.82,29.59,28.79,29.25,2654389.76
2026-07-17,28.65,28.82,27.92,28.36,2904168.59
2026-07-20,28.36,29.45,28.29,29.35,2757682.5
2026-07-21,29.95,30.33,29.13,30.21,3426669.67
2026-07-22,30.81,32.79,30.81,32.2,5261658.13
2026-07-23,32.52,33.68,31.92,33.06,4394476.11
2026-07-24,31.74,32.09,30.97,31.51,4010392.85
2026-07-27,32.45,32.45,31.13,31.77,2316589.23
2026-07-28,31.2,31.8,31.03,31.69,1870629.63
2026-07-29,31.94,32.29,31.18,32.15,2156163.3
2026-07-30,32.63,33.18,32.01,32.7,2842979.69
2026-07-31,32.38,33.48,32.27,32.95,2842479.02
2026-08-03,32.7,32.94,31.69,32.55,2195418.72
2026-08-04,32.45,32.85,31.85,32.12,2066597.63
2026-08-05,32.39,34.22,32.38,34.1,4306669.38
2026-08-06,35.38,35.8,34.15,34.5,4026674.34
2026-08-07,34.09,35.34,34.06,35.15,2747123.53
